# hostname;interval;timestamp;kbmemfree;kbmemused;%memused;kbbuffers;kbcached;kbcommit;%commit;kbactive;kbinact
axle;60;1415064066;5170504;258949052;98.04;191160;220553488;134488284;49.14;157852812;91551440
axle;60;1415064126;4965692;259153864;98.12;191312;220909532;134315716;49.08;159983700;89618004
axle;60;1415064186;3258352;260861204;98.77;191492;221236800;135739556;49.60;168188456;83142044
axle;60;1415064246;4271164;259848392;98.38;191672;221619884;134342308;49.09;167606092;82695764
axle;60;1415064306;3704980;260414576;98.60;191992;222016028;134501228;49.14;169720816;81154148
axle;60;1415064366;3338832;260780724;98.74;192192;222405724;134506044;49.15;169891960;81343508
axle;60;1415064426;3103164;261016392;98.83;192392;222799236;134380340;49.10;169977040;81500588
axle;60;1415064486;2318520;261801036;99.12;192552;223199152;134721920;49.23;170598852;81645444
axle;60;1415064546;1394916;262724640;99.47;192744;223577864;135292220;49.43;173517172;79668328
