Linux 3.11.0-17-generic (axle) 	04/11/14 	_x86_64_	(64 CPU)

01:20:06        CPU     %user     %nice   %system   %iowait    %steal     %idle
01:21:06        all      4.37      0.00      0.75      0.02      0.00     94.87
01:22:06        all      4.66      0.00      0.43      0.01      0.00     94.90
01:23:06        all      4.56      0.00      0.58      0.00      0.00     94.86
01:24:06        all      4.64      0.00      0.48      0.00      0.00     94.88
01:25:06        all      4.64      0.00      0.47      0.00      0.00     94.89
01:26:06        all      4.69      0.00      0.42      0.00      0.00     94.89
01:27:06        all      4.55      0.00      0.56      0.00      0.00     94.89
01:28:06        all      4.78      0.00      0.34      0.01      0.00     94.87
01:29:06        all      4.48      0.00      0.65      0.01      0.00     94.87
