Linux 3.11.0-17-generic (axle) 	04/11/14 	_x86_64_	(64 CPU)

01:29:53        CPU     %user     %nice   %system   %iowait    %steal     %idle
01:30:53        all     24.60      0.00      5.67      0.11      0.00     69.62
01:31:53        all     25.42      0.00      5.13      0.06      0.00     69.39
01:32:53        all     23.62      0.00      6.66      0.07      0.00     69.65
01:33:53        all     25.11      0.00      5.47      0.05      0.00     69.36
01:34:53        all     24.21      0.00      6.21      0.04      0.00     69.54
01:35:53        all     25.27      0.00      5.25      0.04      0.00     69.44
01:36:53        all     24.92      0.00      5.60      0.13      0.00     69.35
01:37:53        all     25.44      0.00      5.06      0.03      0.00     69.47
01:38:53        all     25.38      0.00      5.15      0.04      0.00     69.43
01:39:53        all     23.66      0.00      5.44      0.04      0.00     70.86
01:40:53        all      7.04      0.00      1.68      0.03      0.00     91.26
01:41:53        all      4.70      0.00      0.47      0.01      0.00     94.82
